Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms,Total_Value
Venezuela,long,Import,7789,2229.74,16-09-2021,Furniture,North Jordanhaven,326342,3954.12,Land,Carroll-Allen,Sarah Baker,87523914,Cash on Delivery,17367445.0
Palestinian Territory,two,Import,5884,549.37,11-03-2024,Electronics,Burkeland,120195,623.12,Land,Meyer Ltd,Valerie Chaney,76901948,Net 30,3232493.0
Costa Rica,response,Import,3401,9811.38,05-07-2022,Furniture,South Joelfurt,781075,2694.21,Sea,Christensen and Sons,Troy Johnson,40600622,Prepaid,33368503.0
Bahrain,less,Import,4944,1759.4,15-02-2021,Toys,New Billychester,285242,4997.24,Air,Boyd-Sanchez,Alan Tyler,89924214,Net 30,8698474.0
Senegal,hotel,Import,6617,6073.82,07-05-2022,Electronics,Johnton,857753,2398.21,Air,Jarvis-Randall,Mark Moore,75164816,Net 30,40190467.0
United States Minor Outlying Islands,spring,Import,1085,5634.64,15-10-2023,Clothing,Moranport,413936,3680.62,Sea,Wu LLC,Tina Le,71352868,Prepaid,6113584.0
Togo,old,Export,3826,4955.65,19-09-2022,Machinery,Valeriefort,354568,3553.33,Air,Rowe Ltd,Dwayne Campbell,96049689,Prepaid,18960317.0
Antigua and Barbuda,herself,Export,8105,3484.24,26-06-2023,Toys,Cheyennemouth,869028,3052.41,Air,Richardson-Berger,Henry Murphy,16031863,Net 60,28239765.0
Tunisia,herself,Import,2532,4843.18,29-03-2023,Furniture,Jimmyport,304326,1295.33,Sea,Proctor Inc,Michael Owens,97954028,Cash on Delivery,12262932.0
Myanmar,although,Export,1115,1837.56,09-03-2024,Toys,Dixonstad,547596,2877.51,Air,Johnston and Sons,Nancy Allen,88821316,Prepaid,2048879.0
Cameroon,audience,Export,1241,2242.06,23-11-2021,Toys,Garzaburgh,807917,3454.2,Sea,Harris-Wiley,Jacqueline Singleton,14474531,Prepaid,2782396.0
Comoros,health,Export,1287,2838.54,12-08-2021,Electronics,Lawrencestad,681898,2865.73,Sea,"Luna, Callahan and Stevens",Hannah Carson,73852832,Prepaid,3653201.0
Togo,moment,Export,9619,6880.4,09-09-2023,Furniture,Wallaceshire,492957,2829.26,Air,Carter Ltd,Denise Sanders,69498724,Prepaid,66182568.0
France,population,Import,5911,3015.07,07-06-2020,Machinery,Marshmouth,777679,2321.77,Land,King and Sons,Theresa Ortiz,97492505,Net 30,17822079.0
Belarus,would,Import,5817,2233.74,01-01-2020,Clothing,South Kennethville,214220,538.9,Air,Allen-Wu,Brian Braun,64645652,Net 30,12993666.0
Tokelau,car,Export,5753,7341.04,28-12-2023,Electronics,Raystad,610759,725.36,Land,Tyler Inc,Lee Burke,21972327,Net 30,42233003.0
Croatia,impact,Import,3682,8088.61,30-01-2024,Clothing,North Daniel,155978,438.16,Sea,Johnson-Johnson,Victor Estrada,6770181,Net 30,29782262.0
Algeria,change,Import,8116,7081.33,19-05-2023,Machinery,Lake Matthewfort,701789,403.27,Air,"Avila, Harvey and Smith",Robert Cantrell,61485063,Cash on Delivery,57472074.0
Peru,chance,Import,1362,3907.1,26-12-2022,Toys,Racheltown,920735,645.99,Air,Baker-Day,Joseph James,9966665,Net 30,5321470.0
New Zealand,challenge,Export,3958,3398.92,26-08-2020,Electronics,Melissaville,840216,3377.33,Sea,Guzman Group,Michael Hayes,15872765,Net 30,13452925.0
Colombia,now,Export,2131,5487.11,03-06-2023,Clothing,Hawkinstown,410748,57.65,Air,Allen PLC,Katherine Christensen,6563560,Cash on Delivery,11693031.0
Lithuania,us,Export,1240,1442.6,14-02-2021,Toys,North Brianfurt,359873,1985.0,Land,"Smith, Ford and Frey",Tara Martinez,56503356,Net 30,1788824.0
Eritrea,sit,Export,3832,3179.2,26-04-2023,Electronics,Dodsonhaven,422967,2748.14,Air,Trujillo LLC,Shannon Rowe,56415517,Cash on Delivery,12182694.0
Slovenia,student,Export,2082,6075.91,08-06-2024,Toys,Dunlapshire,398363,2164.66,Land,Taylor Group,Daniel Mendez,36490150,Cash on Delivery,12650045.0
New Zealand,by,Import,4712,4896.77,18-05-2021,Electronics,Lake Ruthchester,293538,1049.26,Sea,Garcia-Johnson,Christopher Collins,18765346,Net 60,23073580.0
French Guiana,feel,Export,7609,6590.9,14-03-2024,Furniture,Port Michael,766872,991.11,Land,"Brown, Jimenez and Castillo",Sean Hale,27615630,Cash on Delivery,50150158.0
Mayotte,son,Export,7987,3146.29,14-02-2023,Toys,Henrychester,557187,3744.46,Sea,Kelley-Baker,Jacqueline Johnson,98581323,Net 60,25129418.0
Albania,tell,Export,4581,1774.65,15-08-2021,Toys,Lake Raymond,743889,1238.29,Land,Gutierrez Ltd,Benjamin Brooks,49535362,Net 60,8129672.0
Armenia,hard,Import,5422,6449.47,14-05-2023,Electronics,West Brian,695490,1971.12,Air,Bird Group,Julie Williams,76071071,Net 60,34969026.0
Chile,our,Import,8505,6532.31,13-05-2020,Toys,East Tara,721656,4653.64,Sea,Coleman LLC,Lisa Fuller,73064214,Cash on Delivery,55557297.0
Timor-Leste,get,Export,4699,5267.27,22-07-2023,Toys,Port Brendahaven,410330,522.79,Sea,Bryant Group,Jamie Simmons,4472084,Net 60,24750902.0
Canada,budget,Import,6835,5779.37,05-05-2024,Clothing,North Christopher,871315,562.99,Sea,"Carter, Powell and Farmer",William Benson,36676661,Cash on Delivery,39501994.0
Tanzania,protect,Export,5109,2015.67,27-10-2019,Toys,Rachelborough,335533,950.27,Air,"Cruz, Hamilton and Martinez",Jacqueline Torres,34633164,Prepaid,10298058.0
Mozambique,capital,Export,1480,9860.67,16-01-2021,Electronics,Eddieshire,927315,4734.5,Air,Scott Group,Sheri Holden,14282302,Net 60,14593792.0
Chile,allow,Import,3088,356.95,25-06-2024,Furniture,Cobbbury,249158,44.45,Air,"Douglas, Marquez and Garza",John Madden,97288135,Prepaid,1102262.0
Monaco,avoid,Export,9077,8142.8,08-02-2024,Clothing,Port Chelseaview,594247,3017.05,Sea,Pierce and Sons,Ashley Walters,22829086,Prepaid,73912196.0
Puerto Rico,suggest,Import,7566,5668.17,04-09-2020,Electronics,East Diane,865183,1407.57,Land,Castro LLC,Amy Smith DDS,77272649,Prepaid,42885374.0
Costa Rica,above,Export,3082,7124.19,21-05-2021,Electronics,New Victorfurt,942582,4720.16,Land,"Williams, Maldonado and Poole",Jessica Allen,18076756,Prepaid,21956754.0
Niger,conference,Import,4868,9867.26,19-03-2021,Furniture,Ochoachester,213080,504.35,Sea,Jackson-Thompson,Jason Miller,57706430,Prepaid,48033822.0
Vietnam,choice,Import,7718,1396.19,13-09-2019,Machinery,East Reginaldbury,673287,3343.23,Air,Pace-Bryant,Jessica Lowe,90430997,Net 60,10775794.0
Malawi,specific,Import,6840,691.27,24-08-2020,Electronics,Allenfurt,176506,3634.29,Air,"Ray, James and Hunt",Craig Atkinson,37375343,Prepaid,4728287.0
Cocos (Keeling) Islands,lay,Export,568,6854.26,01-10-2021,Electronics,Jessicaland,119074,792.63,Sea,"Jones, Goodman and Erickson",Pamela Johnson,59250384,Cash on Delivery,3893220.0
American Samoa,car,Import,7251,9774.37,11-03-2023,Clothing,Monicaview,735379,3730.18,Air,Cameron Group,Craig Young,45350829,Net 30,70873957.0
Algeria,personal,Export,7196,5327.36,11-06-2023,Machinery,Drewmouth,266712,1077.53,Air,Smith Group,Victoria Heath,82048309,Cash on Delivery,38335683.0
Poland,serve,Export,6895,1031.14,23-12-2023,Clothing,Kimberlyburgh,358923,3595.84,Air,Brennan-Morgan,Mrs. Wanda Ross,5461310,Cash on Delivery,7109710.0
Antigua and Barbuda,around,Import,2218,7160.0,03-02-2021,Furniture,Harrismouth,351530,4876.95,Land,"Kramer, Solomon and Solis",Catherine Dawson,16600266,Cash on Delivery,15880880.0
Grenada,Mr,Import,5359,2725.82,06-10-2021,Clothing,South Amandaport,442792,297.78,Air,"Mooney, Trevino and Duke",Jeremy Gutierrez,28949640,Prepaid,14607669.0
Nigeria,production,Import,7301,4706.12,20-12-2019,Clothing,North Sherishire,598957,1651.13,Air,"Garrison, Patterson and Ibarra",Jeffrey Powell,75633966,Cash on Delivery,34359382.0
Gambia,thing,Import,7771,2654.6,06-06-2024,Clothing,Deborahport,215916,314.11,Air,Sanchez PLC,Bruce Cunningham,85907191,Prepaid,20628897.0
Luxembourg,teach,Import,4167,2262.38,07-11-2021,Electronics,North Marco,147141,4017.99,Land,Zimmerman-Smith,Lisa Carpenter,31132834,Net 30,9427337.0
Mongolia,after,Import,9759,6185.09,24-11-2022,Clothing,Jerryfort,288847,4655.73,Sea,"Calhoun, Parker and Butler",Crystal Ortiz,27589260,Net 30,60360293.0
Guadeloupe,of,Export,3132,8715.69,26-09-2021,Electronics,East Debra,275047,2438.13,Sea,Stafford-Harris,Timothy Smith,55146442,Net 60,27297541.0
Thailand,team,Import,1514,9614.47,22-11-2023,Furniture,Gardnerton,926665,3296.25,Air,"Benton, Jimenez and Allen",Stephanie Jefferson,54830503,Prepaid,14556308.0
Malta,eight,Import,2107,2146.87,26-12-2020,Furniture,Lake Charlesview,878283,2391.75,Sea,Smith-Carpenter,Chris Hill,70294967,Cash on Delivery,4523455.0
Armenia,describe,Import,872,8686.39,03-06-2024,Furniture,Lake Laura,400989,2313.75,Land,Hoffman-York,Joseph Conway,57776029,Cash on Delivery,7574532.0
Syrian Arab Republic,return,Import,6973,6546.15,28-05-2024,Electronics,Port Hannah,223747,3852.87,Sea,Gordon PLC,Curtis Sherman,70880755,Prepaid,45646304.0
Lao People's Democratic Republic,media,Import,4573,8202.48,04-03-2021,Electronics,Wolfstad,977117,168.75,Sea,Mills-Bishop,Meghan Hamilton,40128366,Net 30,37509941.0
Timor-Leste,marriage,Import,9440,2372.96,20-07-2024,Toys,Hallchester,973697,2108.57,Land,"Wright, Clarke and Atkinson",Rhonda Gonzales DDS,95530999,Net 60,22400742.0
Saint Helena,value,Import,3863,6037.72,25-06-2021,Toys,East Samanthaburgh,333606,380.46,Sea,Howard Group,Holly Holland,29307520,Prepaid,23323712.0
Niger,first,Import,6838,3303.09,11-02-2024,Clothing,Carpenterborough,873402,1490.65,Air,Bradshaw LLC,Steven Hubbard,53945155,Net 30,22586529.0
Falkland Islands (Malvinas),note,Import,3436,1368.16,31-01-2021,Clothing,South Cynthiamouth,749753,3214.48,Land,York-Dodson,Kylie Mills,58245022,Cash on Delivery,4700998.0
Zimbabwe,future,Import,3347,4234.57,22-01-2024,Furniture,North Vickieberg,999752,4877.74,Sea,Rodriguez-Clark,Rachel White,14482501,Net 30,14173106.0
Korea,relationship,Export,3723,5756.92,24-03-2020,Furniture,West Andrewview,531456,2862.51,Air,"Brown, Martinez and Collins",Brandon Gutierrez,79997184,Net 60,21433013.0
Niger,prove,Export,7684,9237.65,06-05-2024,Furniture,North Robert,372315,133.06,Land,Fitzgerald Inc,Christopher Ramirez,64472377,Net 30,70982103.0
Saint Pierre and Miquelon,sea,Import,6241,5720.45,27-03-2024,Furniture,Shawnfurt,178324,4729.25,Sea,Williams-Bryant,Brittney Ware,92511784,Prepaid,35701328.0
Burundi,action,Import,9940,5205.28,30-04-2022,Clothing,Port Baileytown,352290,2049.23,Land,Jackson and Sons,Sarah Frye,18203332,Net 30,51740483.0
Malta,political,Export,9436,5146.0,25-03-2021,Toys,Cameronfort,725471,3318.77,Land,Murphy-Huynh,Stephanie Blankenship,13970523,Cash on Delivery,48557656.0
South Georgia and the South Sandwich Islands,city,Export,4212,7289.21,09-09-2021,Furniture,Jacksonfurt,969427,793.39,Sea,"Cunningham, Brown and Rowe",Julie Robinson,99062747,Net 30,30702153.0
Korea,he,Import,61,7731.39,09-02-2021,Machinery,Lake Josephstad,860143,4961.9,Air,"Williams, Rodriguez and Simpson",Keith Townsend,73421809,Cash on Delivery,471615.0
Iceland,think,Import,734,9574.1,07-05-2023,Machinery,North Kyle,298164,2735.04,Air,Bartlett-Fitzpatrick,Donald Scott,17191826,Cash on Delivery,7027389.0
Switzerland,accept,Import,3088,7796.55,04-05-2023,Toys,New William,419425,2918.45,Land,"Barber, Gonzalez and Berry",Sandra Sanchez,4010579,Net 60,24075746.0
Reunion,short,Export,3530,8431.65,24-09-2021,Toys,East Stephaniemouth,966968,2093.82,Land,Cohen and Sons,Bradley Foley,26136018,Cash on Delivery,29763724.0
Australia,smile,Export,1668,5168.85,22-08-2021,Furniture,South Michaelstad,295862,4117.65,Air,Hancock-Martinez,Evan Bowers,68291017,Net 30,8621642.0
Morocco,all,Import,4381,2854.88,27-04-2020,Electronics,West Eric,278712,3562.17,Sea,Wagner and Sons,Cesar Gaines,79392401,Cash on Delivery,12507229.0
Panama,capital,Import,9392,8844.51,01-05-2022,Clothing,New Tammyland,784855,1919.82,Land,Clark-Green,Mr. Aaron Giles,57710902,Cash on Delivery,83067638.0
Saint Kitts and Nevis,chance,Import,2239,6696.85,29-05-2021,Furniture,Hughesfurt,355914,4832.76,Sea,"Mays, Huff and Hutchinson",Amber King DVM,78128730,Net 60,14994247.0
Singapore,already,Import,4421,2864.57,20-08-2023,Furniture,Nathanburgh,893872,495.21,Sea,Gardner-Walker,Kristin Ortiz,6605808,Prepaid,12664264.0
Argentina,seem,Import,8507,4557.27,04-05-2020,Furniture,Brianchester,402234,2812.17,Air,"Sparks, Edwards and Bailey",Deborah Wang,79529649,Net 30,38768696.0
United States Minor Outlying Islands,add,Export,4299,9043.9,02-05-2021,Toys,East Justin,175958,3519.09,Air,"Glenn, Oneill and Roy",Beth Cole,54810464,Net 30,38879726.0
Cayman Islands,truth,Export,2190,8646.64,29-12-2022,Machinery,Jonathanview,549345,4251.97,Land,Quinn-Rose,Ellen Webb,45793329,Prepaid,18936142.0
Algeria,now,Export,9358,3808.48,27-06-2021,Machinery,West Jodytown,105555,324.56,Sea,"Stephens, King and Maldonado",Douglas Garcia,68314895,Net 60,35639756.0
Haiti,enough,Export,2926,2023.95,27-07-2024,Toys,New Alan,888401,3092.03,Sea,Conner-Bennett,Manuel Carey,11503106,Cash on Delivery,5922078.0
Andorra,each,Export,9836,5376.33,11-07-2023,Electronics,Virginiaville,208854,147.42,Sea,"Moore, Johnson and Tran",Mark Garcia,10789218,Prepaid,52881582.0
Slovakia (Slovak Republic),through,Import,5309,315.46,23-09-2020,Toys,Benjaminhaven,328246,4227.6,Land,"Franklin, Orr and Velasquez",Joseph Burton,84387630,Net 60,1674777.0
Nauru,others,Import,5394,4432.09,04-06-2022,Electronics,Leeland,815522,1264.1,Air,Brewer-Moore,John Schmitt,30556743,Prepaid,23906693.0
Denmark,protect,Import,2752,2683.64,17-04-2024,Furniture,Port Alvin,215563,621.16,Land,"Foster, Humphrey and Rice",Joshua Gallegos,97305734,Net 30,7385377.0
Latvia,agreement,Export,6041,212.77,01-05-2024,Electronics,North Richardtown,804661,2898.65,Land,"Williams, Johnson and Keller",Jennifer Perez,51223136,Cash on Delivery,1285344.0
Grenada,age,Export,8030,5529.16,06-09-2023,Toys,Taylorshire,595450,4538.72,Air,Gordon Inc,Ashley Mathis,94391623,Prepaid,44399155.0
Saint Martin,better,Export,9993,7310.2,26-11-2019,Toys,Lopezbury,378498,144.48,Air,"Lewis, Sloan and Smith",Mary Olson,21367191,Prepaid,73050829.0
Azerbaijan,way,Export,4577,6848.52,25-07-2021,Furniture,Davisport,265680,4469.23,Air,"Robbins, Farmer and Santiago",Jennifer White,38658317,Prepaid,31345676.0
Cayman Islands,themselves,Export,9524,6749.56,07-01-2021,Electronics,West Jeanne,171373,4532.97,Sea,Conway LLC,Michael Kelley,43605878,Net 60,64282809.0
Lao People's Democratic Republic,popular,Import,9987,4764.43,26-10-2021,Toys,Millermouth,423544,1982.52,Sea,Bell-Cruz,Jacob Jones,40501589,Prepaid,47582362.0
Denmark,PM,Import,6071,828.71,02-10-2019,Electronics,Paulmouth,449334,3109.27,Land,"Valdez, Stevens and Thompson",Larry Roberts,97740404,Net 30,5031098.0
Comoros,paper,Import,4719,1430.75,20-04-2021,Clothing,Thomasstad,994318,578.07,Air,Perry-Ferguson,Joshua Graham,25164904,Cash on Delivery,6751709.0
Antigua and Barbuda,effort,Import,4800,4111.46,25-06-2024,Clothing,North Christopher,759899,1063.1,Land,Robles Group,Joshua Woods,79839220,Net 30,19735008.0
Faroe Islands,both,Export,8869,2479.81,30-08-2024,Furniture,Monicahaven,307754,3083.96,Air,"Mason, Miranda and Collins",Carol Gonzalez,32482651,Cash on Delivery,21993435.0
Heard Island and McDonald Islands,statement,Import,8698,1862.87,22-01-2024,Clothing,Cervantesmouth,869157,4005.56,Air,"Sparks, Meadows and Young",Daniel Adams,95509734,Prepaid,16203243.0
Norway,from,Import,2038,5212.72,04-09-2020,Machinery,West Jeff,189412,4964.5,Land,"Allen, Harrison and Jennings",Jason Clements,69477172,Cash on Delivery,10623523.0
French Polynesia,involve,Import,5491,7423.82,04-03-2021,Toys,Ericksonmouth,508149,557.56,Land,Conner-Ferguson,Jason Diaz,49712956,Prepaid,40764196.0
Burkina Faso,offer,Import,9662,8479.02,24-04-2023,Clothing,Scottton,601344,4460.64,Air,Allen-Gibson,Joseph Palmer,95612890,Cash on Delivery,81924291.0
Greenland,draw,Export,811,7960.88,21-04-2020,Toys,South Paulaport,411729,4250.22,Air,"Logan, Ray and Stevenson",Kevin Taylor,97548353,Net 60,6456274.0
Iran,statement,Export,2704,2131.98,15-02-2024,Electronics,Kevinside,378702,2898.39,Sea,"Hall, Nolan and Hall",James Vazquez,79675637,Net 30,5764874.0
French Southern Territories,family,Import,4581,5158.86,27-07-2024,Toys,West Frederickberg,973992,4460.96,Air,"Phillips, Haynes and Lee",Dakota Thompson,88859443,Prepaid,23632738.0
Cape Verde,black,Export,8809,5184.42,21-08-2024,Electronics,Andreaburgh,321271,2867.52,Air,Perkins-Cain,Jennifer Chandler,77121174,Net 60,45669556.0
Bosnia and Herzegovina,baby,Export,8514,1095.29,18-08-2022,Furniture,South Derekport,917498,2457.67,Land,Myers Ltd,Brenda Vargas,36298322,Net 30,9325299.0
French Southern Territories,idea,Import,224,102.12,12-03-2021,Clothing,Brendaville,960981,1544.57,Land,"Shannon, Tate and Morris",John Blake,8162647,Net 30,22875.0
Uruguay,race,Import,4552,258.41,12-10-2019,Furniture,Sullivanmouth,701212,3427.82,Sea,Gomez Ltd,Jessica Brooks,97769745,Prepaid,1176282.0
Nauru,stop,Import,6485,4536.75,31-12-2023,Electronics,Valeriemouth,173299,4156.28,Land,"Anderson, Durham and Brown",Samantha Hahn,28724919,Cash on Delivery,29420824.0
Gabon,pull,Export,357,9260.24,23-09-2022,Toys,Smithborough,692400,2379.17,Air,Powell-Burgess,Joanna Rollins,48517930,Cash on Delivery,3305906.0
Ethiopia,would,Export,2392,7697.85,09-06-2021,Toys,Rebeccaville,326130,2912.41,Air,Greene-Schwartz,Ryan Baker,68923325,Net 60,18413257.0
Mali,one,Import,770,2075.84,22-03-2022,Clothing,Guerreroberg,128646,4760.44,Air,"Horn, Taylor and Crawford",Peter Thompson,78175746,Cash on Delivery,1598397.0
Svalbard & Jan Mayen Islands,above,Import,2033,6753.25,15-08-2023,Furniture,North Austin,359741,2382.86,Land,Cooke-Brown,Jasmine Thompson,5723792,Net 30,13729357.0
Gabon,determine,Export,3909,5565.06,18-10-2023,Machinery,Isaacborough,558647,3950.24,Sea,"Gonzalez, Perry and Hudson",Robin Villa,24525543,Cash on Delivery,21753820.0
Lithuania,seek,Import,4996,6058.49,18-05-2021,Machinery,New Markborough,897918,2963.16,Sea,Fields PLC,Amanda Wilson,5980491,Net 30,30268216.0
Niue,future,Export,2039,2056.84,29-03-2021,Machinery,New Jacquelinemouth,508434,2478.73,Land,Le Group,Janet Donovan,33875262,Net 60,4193897.0
Saint Pierre and Miquelon,large,Export,3989,5114.31,29-10-2023,Clothing,Annaland,711076,3589.79,Sea,Jackson-Roberts,Stephanie King,578882,Cash on Delivery,20400983.0
Bermuda,improve,Import,3178,9343.4,20-06-2022,Toys,Sheliahaven,704435,2583.69,Sea,Perry Group,Jennifer Harris,43461888,Cash on Delivery,29693325.0
Saint Pierre and Miquelon,off,Import,2581,3129.51,07-09-2020,Electronics,Port Stevenbury,754027,316.39,Sea,"Russell, Bullock and Castro",Michael Beck,16491442,Net 60,8077265.0
Italy,service,Import,4632,8714.4,31-12-2022,Machinery,North Linda,708562,4489.29,Land,Williams-Villarreal,Kimberly Bailey,4523486,Cash on Delivery,40365101.0
Bermuda,subject,Export,6523,1674.85,26-12-2022,Furniture,Lynnburgh,704846,3617.64,Land,Escobar PLC,Kyle Elliott,19790631,Prepaid,10925047.0
Austria,before,Export,9668,8988.73,29-08-2022,Clothing,Whitakerton,316769,2002.1,Sea,Brown-Beard,Tammy Rose,40550832,Prepaid,86903042.0
Chad,last,Import,5004,7766.65,05-11-2023,Toys,North Diane,140811,1806.65,Air,Sanchez-Wilson,Heather Hughes,13176173,Net 30,38864317.0
Afghanistan,success,Export,9108,5434.44,12-07-2021,Machinery,Higginschester,489894,2322.86,Air,Anderson Ltd,Zachary Smith,5237833,Prepaid,49496880.0
Ethiopia,paper,Export,6604,8142.41,04-12-2020,Electronics,Andersonchester,283570,4701.98,Land,Moore Inc,Albert Jenkins,42658210,Net 30,53772476.0
Senegal,tonight,Export,2878,6920.5,21-03-2022,Furniture,West Sarahmouth,885280,3241.63,Air,"May, Klein and Turner",Evan Roberts,95729108,Prepaid,19917199.0
Andorra,example,Import,5670,6460.04,02-07-2020,Furniture,Esparzaville,748932,782.18,Land,Jones-Kent,Krystal Clay,76609988,Cash on Delivery,36628427.0
Micronesia,wall,Export,2297,6195.32,15-12-2022,Furniture,Nortonfurt,836854,303.71,Air,Cooper-Hall,Mark Hebert,79248843,Net 30,14230650.0
British Virgin Islands,sea,Import,5655,4840.9,08-12-2021,Furniture,Josephfort,927257,4969.53,Sea,"Martinez, Wallace and Hansen",Katherine May,62455504,Cash on Delivery,27375289.0
China,than,Export,9985,9213.98,25-12-2021,Toys,Toddfort,224388,3170.67,Air,Russell and Sons,Dawn Perry,65559429,Cash on Delivery,92001590.0
Malawi,none,Import,2342,6967.23,22-12-2023,Clothing,Samanthaton,979267,84.43,Air,Tran-Meyer,John Smith,25546439,Net 60,16317253.0
Samoa,anything,Export,4984,3021.03,17-01-2021,Machinery,East Matthew,590517,4621.22,Sea,"Johnson, Watson and Forbes",Michael Solomon,81336611,Cash on Delivery,15056814.0
Cameroon,door,Export,8093,5107.23,11-07-2023,Furniture,Lake Amyton,794489,4286.06,Land,"Aguilar, Gray and Diaz",David Fowler,32914184,Net 60,41332812.0
Saint Lucia,on,Import,8064,6991.96,05-07-2020,Machinery,East Alfredview,728033,887.24,Air,"Collier, Blake and Hines",Jacqueline Kline,59241681,Cash on Delivery,56383165.0
